Feature,Transgenic_tdTOM_598_01,Transgenic_tdTOM_601_03,Transgenic_tdTOM_599_02,Transgenic_BioID2P2AtdTOM_552_01,Transgenic_tdTOM_580_04,Transgenic_BioID2P2AtdTOM_507_02,Transgenic_BioID2P2AtdTOM_584_05,Transgenic_BioID2P2AtdTOM_551_04,WT_tdTOM_607_02,WT_tdTOM_606_01,WT_tdTOM_525_04,WT_tdTOM_495_03,WT_BioID2P2AtdTOM_589_02,WT_BioID2P2AtdTOM_494_01,WT_BioID2P2AtdTOM_605_03
ACINU_MOUSE|Q9JIX8,12.2439,12.0131,12.0914,15.0218,12.5122,15.1098,14.6875,15.2871,12.4875,11.9236,12.5737,12.259,15.1945,15.4069,14.9593
ACL6A_MOUSE|Q9Z2N8,12.256,12.2357,12.1596,12.7685,12.4022,12.7191,12.7935,12.6168,12.5177,12.3644,12.2041,12.2331,12.7729,12.7256,12.8666
ACLY_MOUSE|Q91V92,14.2854,14.3213,14.2389,15.0282,14.148,14.9729,15.2677,14.9998,14.3445,14.0848,13.8776,13.8713,14.9531,14.9158,15.0726
ACM1_MOUSE|P12657,14.8949,15.1476,14.8665,16.1873,14.9908,16.4827,16.6197,16.2207,15.6439,14.7982,14.4431,14.8212,16.2846,16.094,16.5189
ACM4_MOUSE|P32211,10.4092,11.0436,10.5754,12.2656,10.8132,12.227,12.2909,12.5578,11.2727,11.2656,10.3007,10.7058,12.481,12.5299,12.2699
ACO10_MOUSE|Q32MW3,14.948,15.2056,14.8803,15.6716,14.9747,15.6697,16.3662,15.3413,15.3871,15.4096,14.7956,14.7313,15.6861,15.5712,16.1399
ACO11_MOUSE|Q8VHQ9,12.5601,12.6954,12.4204,13.2932,12.5251,13.494,13.877,13.209,12.9951,12.8633,12.2562,12.1984,13.3104,13.078,13.6889
ACO13_MOUSE|Q9CQR4,15.6758,15.907,15.5814,16.1051,15.5533,16.1239,16.5715,15.8243,16.5096,16.2354,15.3366,15.3374,16.3599,15.8189,16.5586
ACOC_MOUSE|P28271,13.4355,13.4404,13.3778,14.2639,13.4141,14.2767,14.7322,14.1048,13.7179,13.7164,13.1839,13.0983,14.3263,14.0531,14.5725
ACON_MOUSE|Q99KI0,14.9318,14.8555,14.9265,15.5103,14.8737,15.6303,16.4857,15.5334,15.3723,15.8535,14.9167,14.5927,15.8069,15.5286,16.2217
ACOT1_MOUSE|O55137,14.3017,14.2975,14.1842,15.1621,14.2536,15.0912,15.9197,14.7976,14.3803,15.0775,13.8939,13.7921,15.0108,14.7297,15.3102
ACOT2_MOUSE|Q9QYR9,13.0817,13.2629,12.9124,13.9056,13.3116,13.9439,14.8007,13.5918,13.4673,14.0418,12.7644,12.5807,13.8882,13.5781,14.3014
ACOT9_MOUSE|Q9R0X4,13.9593,14.2414,14.034,14.7724,14.0389,14.7792,15.5713,14.4318,14.4065,14.6934,13.8006,13.7341,14.8615,14.6869,15.4117
ACOX3_MOUSE|Q9EPL9,13.0516,13.3348,13.1773,14.0688,13.0411,14.1312,14.5554,13.7748,13.6068,13.3654,12.4322,12.8258,14.0059,13.7448,14.2522
ACPM_MOUSE|Q9CR21,12.784,12.9415,13.0283,12.748,12.7341,12.8052,13.0708,12.7921,13.0558,12.8241,12.8855,12.9605,12.9275,12.8512,12.9432
ACS2L_MOUSE|Q99NB1,13.2111,13.1148,12.9403,13.8494,13.2744,13.8489,14.5255,13.4385,13.4769,13.4599,12.9577,12.8735,13.8824,13.7581,14.1192
ACSA_MOUSE|Q9QXG4,11.9871,12.0746,12.0199,13.1726,12.0196,13.2169,13.5533,13.2553,12.626,12.0509,11.8677,11.818,13.3339,13.1046,13.6311
ACSF2_MOUSE|Q8VCW8,14.0052,14.0952,13.7657,14.8674,14.0208,15.0318,15.6812,14.5734,14.4194,14.5622,13.8246,13.3648,14.9749,15.0345,15.5686
ACSF3_MOUSE|Q3URE1,13.0617,12.9902,13.1392,13.8308,13.1225,14.0027,14.8636,13.6496,13.6973,13.6802,13.2753,12.6844,14.0001,14.0192,14.5645
ACSL1_MOUSE|P41216,14.4401,14.5877,14.485,15.3974,14.3802,15.4365,15.7813,15.1507,14.8714,14.6912,13.9439,14.0798,15.3355,15.0674,15.6407
ACSL3_MOUSE|Q9CZW4,12.8924,13.0574,12.9426,13.8973,12.9305,14.0314,14.4813,13.6704,13.4198,13.346,12.8235,12.639,14.078,13.7953,14.1734
ACSL4_MOUSE|Q9QUJ7,14.7234,14.9233,14.7965,15.4132,14.8505,15.4325,15.8402,15.3622,15.1613,14.8925,14.6862,14.6478,15.5454,15.3356,15.6659
ACSL6_MOUSE|Q91WC3,13.2836,13.3436,13.2722,14.053,13.2514,14.2567,14.4023,14.0094,13.9573,13.267,13.1515,13.0163,14.2447,14.0731,14.5029
ACTA_MOUSE|P62737,14.8558,14.8412,14.6172,15.6476,14.6743,15.4921,16.0144,15.1216,14.8128,15.1694,14.2263,14.2324,15.4706,15.0935,15.7925
ACTB_MOUSE|P60710,12.9056,12.9762,12.9013,13.5003,12.7721,13.6112,14.0894,13.3352,13.3478,13.3004,12.5519,12.7884,13.4751,13.3122,13.8571
ACTBL_MOUSE|Q8BFZ3,15.149,15.1931,15.3616,15.4657,15.0724,15.2823,15.1091,15.349,15.7185,14.8701,14.2834,14.4869,15.5267,15.0533,15.6752
ACTN1_MOUSE|Q7TPR4,15.0136,15.1153,15.0321,15.6075,15.0467,15.5084,15.8262,15.547,15.0746,15.039,14.5231,14.5945,15.5899,15.2882,15.5098
ACTN2_MOUSE|Q9JI91,13.0941,13.114,13.0277,14.0605,13.081,14.2003,14.7526,13.7966,13.553,13.5739,12.82,12.7139,14.1872,13.8638,14.2851
ACTN4_MOUSE|P57780,14.2054,14.2534,14.1526,14.6678,14.2473,14.5787,14.8,14.445,14.1743,14.2897,13.9089,13.9203,14.4801,14.2786,14.544
ACTY_MOUSE|Q8R5C5,15.3635,15.4042,15.2086,16.1133,15.1598,16.2622,16.7436,15.7418,15.6555,15.7182,14.889,14.9672,16.0082,15.7412,16.4904
ACTZ_MOUSE|P61164,12.9922,13.1742,13.0873,13.7607,12.8082,13.9855,14.4469,13.4998,13.5678,13.4278,12.5668,12.6011,13.7659,13.4843,14.2573
ACY2_MOUSE|Q8R3P0,14.6705,14.5932,14.5506,15.1499,14.4956,15.295,15.466,14.9311,15.1195,14.5912,14.1339,14.3974,15.2135,14.9541,15.5919
ACYP1_MOUSE|P56376,13.8498,13.6427,13.6399,15.8338,13.8316,15.4799,16.0351,15.9157,13.9277,14.7529,13.6297,12.9238,15.6209,15.7626,15.6396
ACYP2_MOUSE|P56375,14.5224,14.3795,14.2412,14.7643,14.4329,14.908,15.6029,14.8187,14.4763,14.9647,14.3922,14.0363,14.977,15.0005,15.0202
ADA10_MOUSE|O35598,11.8958,11.983,11.9543,12.3962,11.8421,12.4302,13.1299,12.0184,12.2036,12.6648,11.3306,11.7138,12.4926,11.9446,12.7393
ADA11_MOUSE|Q9R1V4,13.516,13.5572,13.4016,14.4053,13.4651,14.402,14.8258,14.0777,13.8,14.0759,13.0568,13.143,14.218,14.0863,14.2865
ADA22_MOUSE|Q9R1V6,14.2758,14.4026,14.1379,15.4015,14.0979,15.3929,15.7833,15.3526,14.573,14.9812,13.6904,14.0202,15.4399,15.323,15.5519
ADA23_MOUSE|Q9R1V7,14.1282,14.2745,14.0427,15.0317,14.1261,15.0724,15.5636,14.614,14.6083,14.9297,14.0359,14.2427,15.1509,14.828,15.415
ADAS_MOUSE|Q8C0I1,12.5821,12.6047,12.5375,13.0739,12.5504,13.3441,13.6407,13.0198,12.9257,12.8955,12.3573,12.6971,13.2086,13.0791,13.3685
ADCK1_MOUSE|Q9D0L4,12.8086,12.8473,12.8272,13.5776,12.9986,13.8048,13.9729,13.3056,13.6283,13.3267,13.0895,12.8899,13.7312,13.4564,13.7858
ADCY1_MOUSE|O88444,13.1317,13.1285,13.2425,14.4028,13.0641,14.1655,14.6104,13.915,13.5204,13.6568,13.1048,13.2032,14.5016,14.354,14.3279
ADCY5_MOUSE|P84309,13.165,13.1739,12.9792,14.3567,13.0824,14.2602,14.6697,14.1898,13.3366,13.476,12.9047,13.0163,14.5305,14.3464,14.494
ADCY6_MOUSE|Q01341,11.763,11.8472,11.3978,12.8967,11.7237,12.4763,13.3179,12.6711,11.5448,12.2259,11.6802,11.4684,12.7237,12.3036,12.5169
ADCY8_MOUSE|P97490,14.075,14.1238,13.9642,15.4808,14.1822,15.4117,15.7979,15.3276,14.5008,14.5868,14.0235,14.1943,15.4869,15.4914,15.6084
ADCY9_MOUSE|P51830,12.2413,12.3706,12.212,14.0382,12.2732,14.0395,14.0422,14.2072,12.6478,12.9008,12.299,12.4532,14.1875,14.0931,13.9972
ADDA_MOUSE|Q9QYC0,13.485,13.4531,13.3105,16.0017,13.4236,16.0701,15.9401,16.1773,13.5523,14.0111,13.3371,13.2859,16.0308,16.1291,16.0082
ADDA_MOUSE|Q9QYC0-2,12.9789,12.8373,13.0177,15.7454,12.8459,16.3192,16.0429,15.6387,13.0071,13.8088,13.0317,12.4908,15.9457,15.9625,16.1561
ADDB_MOUSE|Q9QYB8,14.3511,14.3719,14.2626,15.9651,14.2639,16.0745,16.3304,16.0057,14.8812,14.7507,14.0954,14.1609,15.9925,15.9503,16.2036
ADDG_MOUSE|Q9QYB5,13.9877,14.03,13.7869,15.3733,13.8683,15.5344,15.9637,15.304,14.2328,14.6649,13.5793,13.4773,15.3505,15.2243,15.5792
ADHX_MOUSE|P28474,15.9039,16.0391,15.8787,16.59,15.8246,16.4156,17.0279,16.2707,16.1599,16.1977,15.5191,15.6215,16.5645,16.3735,16.7407
ADK_MOUSE|P55264,15.0548,15.341,15.307,16.0796,15.0126,16.0641,16.7714,15.9571,15.4111,15.7396,14.505,14.4978,15.9702,15.6256,16.1465
ADNP_MOUSE|Q9Z103,12.2192,12.3477,12.1836,15.2479,12.5687,15.2294,14.7229,15.3212,12.4986,12.8486,12.2465,12.1799,15.3693,15.3525,14.4905
ADPGK_MOUSE|Q8VDL4,11.4206,11.7927,11.3572,12.2736,11.7076,12.3454,13.0573,12.321,12.0407,12.3269,11.4129,12.0057,12.4607,12.3437,12.7408
ADPRH_MOUSE|P54923,13.9597,14.3847,14.2001,15.2767,13.5046,15.1137,15.1356,15.5374,14.525,13.5932,13.1461,12.9353,15.1828,15.3365,15.2895
ADRM1_MOUSE|Q9JKV1,13.5936,13.6168,13.3708,14.0531,13.5552,14.2404,14.8567,13.5704,13.9453,14.0904,13.3887,13.131,13.9327,13.7883,14.5364
ADRO_MOUSE|Q61578,12.6449,12.8802,13.0096,13.5981,12.8577,13.7653,14.3342,13.6094,13.3677,13.7687,12.851,12.5246,13.5018,13.1365,14.2832
ADT1_MOUSE|P48962,16.1132,16.1665,16.0121,16.6213,15.7579,16.4138,16.9963,16.4044,16.5644,16.1831,15.7564,15.4864,16.7221,16.5709,16.9116
ADT2_MOUSE|P51881,14.6085,14.6725,14.3728,15.1949,14.2625,15.0004,15.6004,14.8943,14.9598,14.4789,14.3045,14.1161,15.2068,15.0553,15.5921
AEDO_MOUSE|Q6PDY2,13.6094,13.785,13.5499,14.5022,13.5666,14.5948,15.2057,14.3627,13.903,14.5332,13.3251,13.4241,14.5371,14.1993,14.7739
AFAD_MOUSE|Q9QZQ1,11.0245,11.0319,11.1296,16.1619,11.5353,16.1563,15.5936,16.5791,11.0554,11.4194,11.6099,10.9612,16.0624,16.2708,15.719
AFAM_MOUSE|O89020,14.9913,15.3806,15.2083,15.2299,15.2401,15.4294,14.8282,15.3854,14.8689,15.1379,14.895,14.9033,14.9944,14.9158,14.8853
AFAP1_MOUSE|Q80YS6,13.3915,13.2791,13.3601,14.982,13.2236,14.9988,14.9587,15.1642,13.5815,13.3445,13.46,13.5051,14.8682,15.0814,15.0094
AFG1L_MOUSE|Q3V384,13.2679,13.3949,13.1726,13.8612,13.2632,14.2,15.2796,13.6094,13.9391,14.2637,13.5214,12.9783,14.1301,14.3512,15.0797
AFG32_MOUSE|Q8JZQ2,13.2394,13.2075,13.388,13.7408,13.2719,13.9996,14.5761,14.1258,13.5974,13.8497,13.2044,13.0895,14.2207,13.8803,14.3549
AFTIN_MOUSE|Q80WT5,9.79243,9.54401,9.86348,14.456,10.2467,14.6062,13.7761,14.9182,10.2118,10.7471,10.3693,9.52657,14.5396,14.8151,14.2129
AGAP1_MOUSE|Q8BXK8,12.4429,12.3287,12.2885,13.7488,12.3444,13.781,13.9817,13.8193,12.6782,12.5721,12.0551,12.2762,13.7925,13.6942,13.8061
AGAP2_MOUSE|Q3UHD9,13.4028,13.4938,13.338,14.9899,13.5156,14.8537,15.0716,14.8324,13.7935,14.0794,13.2613,13.4126,15.0494,14.8705,14.8015
AGAP3_MOUSE|Q8VHH5,14.0351,14.1487,13.8679,15.2307,13.8111,15.2109,15.6308,14.9204,14.336,14.6221,13.5318,13.7986,15.1373,14.9154,15.3949
AGFG1_MOUSE|Q8K2K6,11.9541,12.0975,12.1439,16.3126,12.4056,16.3328,15.7366,16.6573,11.6144,11.074,12.2589,12.3844,16.3592,16.4212,16.169
AGFG2_MOUSE|Q80WC7,11.8735,12.0868,12.0859,15.2739,12.3695,15.0648,14.8172,15.4842,12.7093,12.7088,12.1392,12.102,15.1556,15.3537,15.1625
AGK_MOUSE|Q9ESW4,13.2038,13.2513,13.2659,13.7677,13.1958,13.9695,14.3177,13.8597,13.7051,13.4881,12.928,13.0405,13.993,13.7043,14.1839
AGM1_MOUSE|Q9CYR6,13.8626,13.9456,13.9507,14.655,13.7843,14.8439,15.2959,14.6803,14.2484,14.2575,13.608,13.8488,14.7422,14.5562,15.0076
AGO1_MOUSE|Q8CJG1,12.3837,12.5123,12.3654,13.3787,12.437,13.3508,13.6251,13.2702,12.7545,12.6767,12.3543,12.2722,13.2434,13.2939,13.5275
AGO2_MOUSE|Q8CJG0,14.2772,14.315,14.1169,15.4671,14.3828,15.4758,15.8187,15.3111,14.4443,14.6932,14.1438,14.0391,15.3971,15.444,15.6184
AGO3_MOUSE|Q8CJF9,14.8796,14.8381,14.8776,15.7932,15.2966,15.5882,16.1198,15.4579,15.343,15.7511,15.3748,15.3511,15.77,15.8675,15.64
AGRA1_MOUSE|Q8C4G9,12.1788,12.0409,12.1277,14.7278,12.0504,14.7332,14.6423,14.9616,11.9855,12.7424,11.6913,12.0133,14.962,14.9337,14.6057
AGRB2_MOUSE|Q8CGM1,12.076,12.2131,12.3075,14.5123,12.2542,14.6755,14.3851,14.795,12.2211,12.5853,12.3489,12.4619,14.5361,14.6152,14.2718
AGRB3_MOUSE|Q80ZF8,11.6535,11.834,11.6926,15.7814,11.8719,15.5005,15.1017,16.0155,11.7074,11.5837,11.8808,11.7051,15.6637,15.9186,15.3841
AGRIN_MOUSE|A2ASQ1,13.8323,14.0388,13.3238,14.1508,14.3171,13.9379,14.2714,13.1385,13.4988,13.4843,12.0916,13.317,14.0231,12.7494,14.2395
AGRL1_MOUSE|Q80TR1,12.384,12.7675,12.5543,14.5503,12.518,14.5531,14.4569,14.6118,12.7094,13.2968,12.4532,12.4489,14.529,14.4841,14.3145
AGRL3_MOUSE|Q80TS3,11.8741,11.7692,11.9348,15.0383,11.9399,15.0784,14.6424,15.3971,11.906,12.5623,11.5127,11.641,15.0588,15.2734,14.8821
AHDC1_MOUSE|Q6PAL7,9.66516,9.84643,9.80187,11.6883,10.3477,11.4906,11.0847,11.9425,10.127,10.2403,10.0856,10.4533,11.8354,12.0629,10.988
AHI1_MOUSE|Q8K3E5,12.2369,12.0544,12.223,14.3425,12.048,15.0969,14.0551,15.1691,12.6347,12.585,12.0665,11.9044,15.0318,15.3402,14.9318
AHSA1_MOUSE|Q8BK64,13.7272,13.9637,13.7935,15.1346,13.3962,15.1891,15.0662,15.36,14.1314,13.8355,13.1843,13.2108,15.0962,15.1798,15.3629
AHSA2_MOUSE|Q8N9S3,11.6409,11.183,11.6559,12.567,11.4629,12.6977,12.7474,12.6968,11.6708,11.8528,10.8535,10.7813,12.3372,12.7972,12.6691
AIDA_MOUSE|Q8C4Q6,11.4948,11.3705,11.348,12.418,11.434,12.4796,12.7244,12.3252,12.4079,11.9993,10.9676,10.8305,12.2439,12.3213,12.7795
AIFM1_MOUSE|Q9Z0X1,14.7281,14.8404,14.5544,15.511,14.7211,15.4584,16.0541,15.2992,14.9867,15.1332,14.3286,14.4794,15.4545,15.1545,15.758
AIFM3_MOUSE|Q3TY86,12.7727,12.8807,12.8494,13.86,12.8285,13.9197,13.996,13.7468,13.1677,13.0527,12.5405,12.7587,13.9914,13.6159,14.009
AIMP1_MOUSE|P31230,14.865,14.865,14.8586,15.4097,14.8994,15.5712,15.5427,15.3737,15.2768,15.0509,14.7925,14.6081,15.3443,15.1931,15.7156
AIMP2_MOUSE|Q8R010,12.4884,12.5715,12.3335,13.2037,12.3685,13.2961,13.6295,13.0762,12.6941,12.546,11.8225,11.8703,13.247,12.8937,13.6333
AINX_MOUSE|P46660,12.3221,12.0455,12.356,16.036,12.4879,15.7976,15.4274,16.2743,12.4965,11.9169,12.6188,12.3059,15.9376,16.2434,16.06
AIP_MOUSE|O08915,12.8978,12.8643,13.1279,13.7105,13.12,13.7506,13.8833,13.7848,13.4648,13.2674,13.249,12.9666,13.8417,13.8295,14.0046
AK1A1_MOUSE|Q9JII6,13.9444,14.0487,14.0325,14.7258,13.9741,14.9903,15.4784,14.6711,14.7937,14.6516,13.918,13.4784,15.0084,14.7229,15.4048
AKA10_MOUSE|O88845,12.8337,13.1832,12.8611,14.7351,13.0559,14.8582,14.7491,14.7278,13.3527,13.4156,12.6388,12.9517,14.8112,14.7313,14.8066
AKA12_MOUSE|Q9WTQ5,11.2031,11.3026,11.344,16.1901,11.8481,16.3969,15.4069,16.6115,11.0228,11.5502,11.9015,11.6495,16.2407,16.5645,16.1377
AKA7A_MOUSE|O55074,13.1149,13.0256,13.2936,14.6319,13.4187,14.9605,14.5974,14.7094,13.9067,13.2885,13.0889,12.6665,15.0425,14.8137,15.2129
AKAP1_MOUSE|O08715,11.8013,12.0351,11.8147,15.8074,12.1172,15.7704,15.2038,16.1552,11.624,12.0939,12.0056,11.6259,15.8251,15.9514,15.4731
AKAP2_MOUSE|O54931,11.2437,11.0883,11.1354,15.4658,11.4277,15.6351,14.451,15.7617,11.329,10.2871,11.76,11.4362,15.7729,16.0208,15.2104
AKAP5_MOUSE|D3YVF0,11.3472,11.4623,11.7828,15.603,12.1044,15.7131,15.3287,16.0125,12.4856,11.78,12.0764,12.3913,15.3558,15.4996,15.3556
AKAP9_MOUSE|Q70FJ1,11.3219,11.3369,11.1215,13.9687,11.3971,14.2153,13.4807,14.3936,11.1203,11.2541,11.3469,11.1691,14.428,14.5045,13.7193
AKCL2_MOUSE|Q9DCT1,14.0855,14.1768,14.0148,14.8133,14.1154,15.0451,15.5299,14.4108,14.8472,14.754,13.9314,14.0573,14.9474,14.7319,15.3507
AKIP_MOUSE|Q9DCJ7,13.0152,13.1323,13.3738,12.9821,13.1189,13.2519,13.6751,12.5207,13.341,12.684,11.8877,12.5901,12.3539,12.475,12.938
AKP13_MOUSE|E9Q394,11.585,11.9503,11.4199,14.1452,12.0891,13.5829,13.4024,13.7269,11.3834,12.1556,11.5458,11.7099,13.9069,13.8636,13.2488
AKT1_MOUSE|P31750,13.5736,13.8447,13.6742,14.531,13.4174,14.652,14.8797,14.2635,14.1797,13.9027,13.0861,13.4391,14.3627,14.1671,14.8707
AKT3_MOUSE|Q9WUA6,14.7506,14.632,14.4766,15.5447,14.5823,15.7768,16.1828,15.0926,15.1582,15.1544,14.2244,14.4477,15.6145,15.3401,16.0267
AKTS1_MOUSE|Q9D1F4,12.2436,12.1359,12.2854,13.398,12.6394,13.607,13.4416,13.6032,12.6737,12.7327,12.3162,11.965,13.7671,13.6638,13.8878
AL1A1_MOUSE|P24549,13.9505,14.1118,13.9983,14.6785,13.7154,14.8816,15.1129,14.825,14.3373,14.0265,13.5933,13.5846,14.7167,14.5713,14.8824
AL1A3_MOUSE|Q9JHW9,14.9109,14.3392,14.5605,14.6861,14.332,14.7288,15.3833,14.7344,15.1734,15.1452,15.4452,15.1771,15.2264,15.2833,15.4607
AL1B1_MOUSE|Q9CZS1,12.8854,12.8553,12.8971,13.4706,12.9905,13.6973,14.3319,13.3555,13.3028,13.5158,12.9748,12.6451,13.771,13.4027,14.1957
AL1L1_MOUSE|Q8R0Y6,13.8259,13.8687,13.8178,14.6386,13.7223,14.763,15.2905,14.5266,14.0589,14.1005,13.5218,13.2081,14.7048,14.4648,14.7772
AL1L2_MOUSE|Q8K009,13.0548,13.6299,13.007,13.9867,13.3696,13.7065,14.286,13.2611,12.7678,12.5998,12.3955,12.1114,13.2618,13.0322,13.4104
AL3A2_MOUSE|P47740,13.1318,13.2441,13.1292,14.1268,12.9097,14.1307,14.5318,13.7869,13.4987,13.3522,12.4503,12.7319,13.9645,13.7387,14.1997
AL3B1_MOUSE|Q80VQ0,12.3362,12.3228,12.4097,13.3527,12.4428,13.7544,14.2403,13.5397,13.2034,13.1311,11.8844,12.8548,13.33,13.0987,13.8266
AL4A1_MOUSE|Q8CHT0,14.1544,14.1866,14.3562,14.6973,14.2862,14.7584,15.8533,14.8013,14.4991,15.4196,14.1774,13.5094,15.1068,14.7306,15.2249
AL7A1_MOUSE|Q9DBF1,14.2141,14.256,14.246,15.0731,14.1133,15.2672,15.8972,14.9905,14.5192,14.8852,13.8843,13.5336,15.1408,14.942,15.4709
AL9A1_MOUSE|Q9JLJ2,13.6793,13.5979,13.6378,14.2378,13.5145,14.3718,14.9382,14.0775,13.9998,14.2615,13.5988,13.1274,14.4433,14.2859,14.7123
ALAT1_MOUSE|Q8QZR5,11.4447,11.6158,11.5498,12.1044,11.822,12.6339,12.5972,12.5659,12.5123,11.8796,11.4604,11.6632,12.765,12.4758,13.0068
ALAT2_MOUSE|Q8BGT5,14.6976,14.7384,14.5031,15.1124,14.8483,14.9327,16.0864,14.9172,14.7796,15.4815,14.6718,14.2018,15.2855,15.1531,15.3533
ALBU_MOUSE|P07724,14.3002,14.2943,14.7901,15.1474,13.9067,14.6687,14.7191,16.0011,14.7166,14.3684,13.7676,13.9216,15.5061,14.6917,14.5207
ALDH2_MOUSE|P47738,15.0598,14.8529,14.7074,15.3127,14.9565,15.7595,16.4111,15.0781,15.5152,15.7336,14.7646,14.1588,15.7911,15.547,16.1591
ALDOA_MOUSE|P05064,15.3149,15.2951,15.3612,16.1016,15.2887,16.1601,16.5775,16.0764,15.6657,15.9294,15.2692,14.9841,16.2998,16.0675,16.4025
ALDOC_MOUSE|P05063,14.1355,14.1629,14.1671,14.914,14.1653,15.1601,15.7578,14.8828,14.5984,15.0717,14.1335,13.7512,15.1614,14.8662,15.4695
ALDR_MOUSE|P45376,15.5696,15.5722,15.4951,16.1814,15.331,16.1473,16.7121,15.8517,15.9265,15.834,15.3201,15.1229,16.1588,15.9278,16.4292
ALG2_MOUSE|Q9DBE8,12.7038,13.0643,12.7812,13.7391,12.784,13.8599,14.0506,13.5429,13.485,12.819,12.5768,12.7614,13.9119,13.575,14.0679
ALG5_MOUSE|Q9DB25,13.6268,13.9646,13.5944,14.3879,13.6293,14.3971,14.5779,14.3939,13.9574,13.6372,13.3373,13.4708,14.545,14.3879,14.6024
ALMS1_MOUSE|Q8K4E0,10.6584,11.0697,10.9654,14.0863,11.1112,14.0945,13.3216,14.3934,11.1093,10.4293,10.8371,11.144,14.2521,14.2958,13.4986
ALRF2_MOUSE|Q9JJW6,14.5558,14.8523,14.5485,15.2611,14.4774,15.2706,15.662,15.1494,15.3335,15.3221,14.6853,15.2328,15.1266,14.7124,15.3218
AMACR_MOUSE|O09174,10.2603,10.0171,10.3164,11.4295,10.003,11.0974,12.0691,11.1021,11.1746,11.272,10.0503,10.3757,11.0374,11.1435,11.2673
AMD_MOUSE|P97467,12.1273,12.3481,12.0612,12.9068,12.081,12.9895,13.5739,12.7201,12.5254,12.95,11.2974,11.7025,12.7948,12.1088,13.0303
AMER2_MOUSE|Q8CCJ4,10.7582,10.9403,10.7038,14.9251,11.2361,15.1523,14.261,15.308,11.6314,10.7865,11.4182,11.2518,14.9928,15.2074,14.7398
AMFR_MOUSE|Q9R049,10.9588,10.8612,11.1152,12.1258,11.0386,11.7642,12.8173,11.4323,10.8454,12.3307,10.5627,10.7864,11.8985,11.0537,12.0545
AMGO1_MOUSE|Q80ZD8,12.5286,12.7706,12.6329,13.7432,12.7424,13.8895,14.2097,13.8132,13.1368,13.3191,12.6089,12.5817,13.8607,13.3826,13.8606
AMOL1_MOUSE|Q9D4H4,9.711,9.41902,9.79017,14.8921,10.6483,14.9055,13.8005,15.1385,10.1934,10.4758,10.9304,10.2988,15.3845,15.5749,15.0089
AMPB_MOUSE|Q8VCT3,14.2502,14.4515,14.3146,15.2913,14.0801,15.4313,15.7962,15.0212,14.714,14.6525,13.9028,14.0537,15.2726,14.9502,15.5197
AMPD2_MOUSE|Q9DBT5,12.9854,13.072,13.0002,14.7504,13.0706,14.9098,14.8413,14.9102,13.3923,13.2352,12.7644,12.8055,14.89,14.9366,14.8833
AMPD3_MOUSE|O08739,11.5286,11.4669,11.4568,12.8937,11.5181,13.1138,13.0061,13.1267,11.7046,11.4162,11.3439,11.0345,12.9791,13.1625,13.1657
AMPH_MOUSE|Q7TQF7,12.5074,12.4709,12.7034,16.6103,12.6614,16.6623,16.2054,16.9968,13.3657,12.1084,13.114,12.3049,16.4923,16.6723,16.5649
AMPL_MOUSE|Q9CPY7,14.1088,14.1756,14.435,14.4453,14.2966,14.8251,15.1186,14.8598,14.5555,14.9236,14.2204,13.6626,14.9198,14.4368,14.9702
AN13D_MOUSE|Q6PD24,12.0759,12.0942,12.2985,14.6665,12.6741,14.6377,14.1674,14.9189,12.8906,12.8142,13.4801,12.504,15.1444,15.4181,14.9815
AN32A_MOUSE|O35381,13.5731,13.5355,13.3974,14.4449,13.6798,14.5893,14.1809,14.6169,13.5732,13.2008,13.7296,13.4248,14.5266,14.3807,14.7455
AN32B_MOUSE|Q9EST5,11.6039,11.6771,11.4795,12.9876,11.3454,13.1081,13.4478,12.7161,11.8318,11.5168,11.683,11.1564,12.5949,12.4423,13.0913
AN32E_MOUSE|P97822,13.7769,13.5986,13.828,13.7438,13.4531,13.7457,13.634,13.7737,13.786,13.6362,13.8348,13.7896,13.7759,13.6292,13.925
AN34B_MOUSE|Q3UUF8,11.3078,11.294,11.3932,15.7064,11.7464,15.9328,15.0705,16.3079,11.0744,10.8458,12.3461,11.76,16.2593,16.4195,15.4768
AN34C_MOUSE|Q8BLB8,8.12928,8.69174,8.59021,12.1924,9.1467,12.0008,11.7771,11.833,9.24579,9.53993,9.71236,9.66374,12.2545,12.118,11.55
ANCHR_MOUSE|Q9DAZ9,9.69681,9.55344,9.75201,14.3436,9.99017,14.3094,13.8509,14.6824,10.2713,9.90278,10.7828,10.6127,14.4369,14.6348,14.2908
ANFY1_MOUSE|Q810B6,13.7315,13.7053,13.5779,14.5768,13.6671,14.5404,14.9218,14.4278,13.7779,13.512,13.2553,13.3547,14.61,14.4707,14.6486
ANK1_MOUSE|Q02357,11.6357,11.4203,11.5547,15.38,11.6684,15.582,15.0792,15.8916,11.5593,10.9077,12.1118,11.5346,15.7681,15.9826,15.7689
ANK2_MOUSE|Q8C8R3,14.2487,14.165,14.0251,16.9138,14.1303,16.9021,16.738,17.2802,13.8856,14.6313,14.3536,14.2797,17.1307,17.352,16.7674
ANK2_MOUSE|Q8C8R3-2,13.5528,13.64,13.4207,15.7971,13.5476,15.8634,15.7478,16.1189,13.7102,13.8156,13.3215,13.3194,15.9542,16.2372,15.7631
