"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04974","mmu04974","Protein digestion and absorption","2/2","108/8997",0.000142777694832619,0.000142777694832619,NA,"12816/13717",2
