"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu05132","mmu05132","Salmonella infection","108/1416","253/8997",2.64380706208147e-25,8.32799224555664e-23,4.341409491418e-23,"66395/11308/11461/226977/54130/11651/23797/11867/11840/68724/67166/56444/66713/74117/76709/56378/68089/67771/17920/12028/12367/12540/12387/20430/19157/19158/16594/622434/13427/13426/235661/234663/13191/67665/22428/67068/110350/56455/68097/13430/100041194/140580/140579/22027/20336/105504/53413/192176/286940/68794/14433/70297/170760/15519/15516/16649/16648/16646/16572/16574/16573/16593/26413/26417/67938/26395/26396/26398/26399/17113/50884/16151/18704/18479/225326/320795/18643/26414/271457/19344/19345/19353/56044/15461/11848/11852/56212/19878/20130/27050/21402/22142/22144/22145/53857/545486/22151/73710/22152/22153/227613/71732/80743/228545/269338/218035/73178/110750",108
"mmu04144","mmu04144","Endocytosis","102/1416","272/8997",6.20993592720943e-19,9.78064908535486e-17,5.09868423497196e-17,"78618/347722/216439/213990/218038/71770/69710/212285/11867/11840/11843/11844/228998/66713/74117/76709/56378/68089/67771/109689/216869/13196/211673/30948/12345/12389/12340/12343/208650/12540/68953/68942/208092/105513/19157/19158/13429/13430/259300/13855/13858/216963/26385/193740/15482/232227/245666/16396/16572/16574/16573/18759/72543/16004/83814/17999/18571/18719/18717/73728/234353/107338/140500/12757/19325/106572/77407/19341/271457/19344/19345/17274/15461/53869/74998/11848/216724/70432/20405/20408/54673/17126/27681/55988/225861/69150/69178/72183/20779/20844/22042/22088/30930/69091/66914/56433/65114/70160/22365/66201/73178/330319",102
"mmu03010","mmu03010","Ribosome","77/1416","179/8997",1.45192295613908e-18,1.52451910394604e-16,7.94736775991919e-17,"19896/20042/20103/110954/238217/67025/269261/22121/67115/66480/319195/19899/76808/19921/19933/19934/65019/268449/68193/19941/19942/26451/19943/19944/27367/19946/114641/19951/68436/66489/57808/19982/67281/19981/67671/67891/22186/100503670/19988/19989/27176/26961/20005/11837/67186/68537/68463/67097/27207/68052/20044/20054/267019/20068/20084/20085/16898/67427/66475/20088/75617/27370/57294/78294/67941/54127/27050/14109/20102/20104/20115/20116/76846/16785/118451/77721/66258",77
"mmu05022","mmu05022","Pathways of neurodegeneration - multiple diseases","143/1416","471/8997",1.83536146836972e-16,1.44534715634116e-14,7.53464181751781e-15,"12669/226977/54130/56436/56444/11951/51897/11947/12005/12048/12028/109880/12287/12333/12334/12367/12359/68942/12857/12864/12867/12995/13001/12387/12865/12866/16594/13191/67665/22428/108058/56228/14682/14763/14799/14802/56637/215114/13665/16438/93687/27373/16572/16574/16573/16593/18750/18751/18752/26408/67414/170731/26413/26417/66734/67443/26395/26396/26399/56717/66091/17992/67130/68375/67273/67184/66495/68194/66046/230075/66916/67264/104130/68197/18039/641340/19132/75669/225326/18795/18797/18803/19055/19056/67738/19122/19179/19181/26440/19166/19167/26441/26443/26444/73677/19170/26445/26446/19172/19173/19177/69077/23997/70247/21762/19185/66413/17463/26414/11836/15108/22272/271457/17274/19353/15461/16653/67790/12421/22186/78294/20190/66945/18412/20617/17762/22142/22144/22145/53857/545486/22151/73710/22152/22153/227613/641376/22201/22202/66694/29869/22333/22334",143
"mmu05171","mmu05171","Coronavirus disease - COVID-19","89/1416","247/8997",2.06206903184134e-15,1.27002110722845e-13,6.62066141111571e-14,"12260/12262/14962/12266/16451/18750/18751/18752/26413/26417/16151/18803/19896/20042/26414/20103/110954/238217/67025/269261/22121/67115/66480/319195/19899/76808/19921/19933/19934/65019/268449/68193/19941/19942/26451/19943/19944/27367/19946/114641/19951/68436/66489/57808/19982/67281/19981/67671/67891/22186/100503670/19988/19989/27176/26961/20005/11837/67186/67097/27207/68052/20044/20054/267019/20068/20084/20085/16898/67427/66475/20088/75617/27370/57294/78294/67941/54127/27050/14109/20102/20104/20115/20116/76846/16785/20846/20848/14061/22371",89
"mmu05012","mmu05012","Parkinson disease","93/1416","264/8997",2.41908782329228e-15,1.27002110722845e-13,6.62066141111571e-14,"56436/109731/11951/11947/12048/12028/12367/12857/12864/12867/12865/12866/16594/108058/56228/14677/14678/14679/14680/14683/14763/13665/16438/18749/16572/16574/16573/16593/26408/67414/170731/66091/17992/67130/68375/67273/67184/66495/68194/66046/230075/66916/67264/104130/68197/18803/19179/19181/26440/19166/19167/26441/26443/26444/73677/19170/26445/26446/19172/19173/19177/69077/23997/70247/21762/19185/66413/17463/26414/22272/22186/78294/67547/277468/66945/20617/17762/22142/22144/22145/53857/545486/22151/73710/22152/22153/227613/21823/22201/22202/66694/22333/22334",93
"mmu05016","mmu05016","Huntington disease","99/1416","302/8997",5.849352660441e-14,2.4280164088517e-12,1.2657328647648e-12,"226977/54130/56436/71770/56444/11951/51897/11947/12028/12287/12367/12857/12864/12867/12865/12866/16594/13191/67665/22428/20512/20511/14682/14799/14802/433759/15182/215114/16438/16572/16574/16573/16593/26408/56717/66091/17992/67130/68375/67273/67184/66495/68194/66046/230075/66916/67264/104130/68197/641340/75669/225326/18795/18797/19179/19181/26440/19166/19167/26441/26443/26444/73677/19170/26445/26446/19172/19173/19177/69077/23997/70247/21762/19185/66413/17463/12757/26414/22272/12421/66420/245841/20020/66945/20656/22142/22144/22145/53857/545486/22151/73710/22152/22153/227613/66694/29869/22333/22334",99
"mmu05020","mmu05020","Prion disease","91/1416","268/8997",6.16639087962336e-14,2.4280164088517e-12,1.2657328647648e-12,"17967/56436/11951/11947/12028/12260/12262/12287/12367/12389/12857/12864/12867/12995/13001/12865/12866/16594/14360/56637/193740/15482/13665/16438/18749/16572/16574/16573/16593/18753/26413/26417/17968/66091/17992/67130/68375/67273/67184/66495/68194/66046/230075/66916/67264/104130/68197/19055/19056/19122/19179/19181/26440/19166/19167/26441/26443/26444/73677/19170/26445/26446/19172/19173/19177/69077/23997/70247/21762/19185/66413/17463/26414/22272/19353/19354/20190/66945/22142/22144/22145/53857/545486/22151/73710/22152/22153/227613/66694/22333/22334",91
"mmu05014","mmu05014","Amyotrophic lateral sclerosis","114/1416","369/8997",7.0958099518718e-14,2.48353348315513e-12,1.29467409648187e-12,"11461/226977/54130/56436/56009/11750/56444/11951/51897/11947/12048/12028/12367/12359/68942/12857/12864/12867/12865/12866/16594/13191/67665/22428/20511/13869/14799/15185/13665/16572/16574/16573/16593/26408/66734/67443/26399/56717/66091/17992/67130/68375/67273/67184/66495/68194/66046/230075/66916/67264/104130/68197/18039/641340/234865/170762/71805/53319/19132/75669/225326/19055/19056/18643/19179/19181/26440/19166/19167/26441/26443/26444/73677/19170/26445/26446/19172/19173/19177/69077/23997/70247/21762/19185/66413/17463/218210/22272/271457/17274/19353/67790/12421/53379/66945/110379/72124/18412/225027/22142/22144/22145/53857/545486/22151/73710/22152/22153/227613/21681/641376/66694/29869/22333",114
"mmu05010","mmu05010","Alzheimer disease","116/1416","383/8997",1.95159873366061e-13,6.14753601103092e-12,3.20473055211637e-12,"12669/11487/56436/11651/23797/11785/11951/51897/11947/12005/109880/12333/12334/12367/12857/12864/12867/12995/13001/12387/12865/12866/16594/15925/14433/14682/56637/13665/16367/384783/16438/93687/27373/16572/16574/16573/16593/16971/26408/26413/26417/26395/26396/56717/66091/17992/67130/68375/67273/67184/66495/68194/66046/230075/66916/67264/104130/68197/16151/641340/75669/225326/18795/18797/19055/19056/67738/19179/19181/26440/19166/19167/26441/26443/26444/73677/19170/26445/26446/19172/19173/19177/69077/23997/70247/21762/19185/66413/17463/26414/11836/15108/22272/15461/16653/12421/67547/277468/66945/20617/17762/22142/22144/22145/53857/545486/22151/73710/22152/22153/227613/66694/234664/29869/22333/22334",116
"mmu04140","mmu04140","Autophagy - animal","56/1416","142/8997",5.79096783759494e-12,1.65832260803855e-10,8.64488978626613e-11,"77040/74370/108079/11651/23797/51897/67841/66615/74244/12048/13030/13033/13144/93739/15289/13665/16367/384783/16438/18749/207565/18753/72508/16783/26413/26417/66734/67443/26395/26396/56717/641340/18607/75669/225326/19052/19053/19211/245860/26414/17274/15461/16653/19338/67790/12421/19744/68441/245670/54170/20130/54673/67474/18412/20869/29869",56
"mmu04810","mmu04810","Regulation of actin cytoskeleton","74/1416","220/8997",2.4590918800649e-11,6.45511618517035e-10,3.36507309903617e-10,"109711/329165/12669/11461/60595/11867/16801/69632/66713/74117/76709/56378/68089/67771/108100/109880/12540/20430/13367/54004/22350/14083/18711/14701/227753/216963/14673/14674/29875/544963/16403/16404/16410/16885/26413/26417/67938/17698/26395/26396/77579/71960/17886/107589/17931/50884/18479/18718/108083/117150/18719/18717/19045/19046/18643/320910/11836/19353/19354/170758/19684/15461/16653/11848/19877/19878/20130/20662/20779/14061/21844/22330/83767/73178",74
"mmu04141","mmu04141","Protein processing in endoplasmic reticulum","61/1416","172/8997",1.25561633840111e-10,3.04245497381808e-09,1.58604169061193e-09,"23802/213539/27061/12028/12317/12330/12333/12334/26965/67838/15502/56445/100037258/13002/22027/66753/56228/50762/218811/14376/19089/15505/193740/15482/18415/15519/15516/12282/13665/70361/66890/26408/57377/217365/18453/12304/71853/18786/50907/26414/103963/20014/81910/20224/20334/110379/69276/140740/21402/107513/20832/67437/68292/74126/80286/216080/63958/67812/66530/320011/22393",61
"mmu05017","mmu05017","Spinocerebellar ataxia","53/1416","141/8997",1.79843605088127e-10,4.04648111448285e-09,2.10944378900359e-09,"56436/11651/23797/51897/54138/12286/71722/13131/20513/14682/14799/16438/56543/18750/18751/18752/26408/56717/67134/641340/74143/75669/225326/18795/18797/19179/19181/26440/19166/19167/26441/26443/26444/73677/19170/26445/26446/19172/19173/19177/69077/23997/70247/21762/19185/66413/17463/26414/12421/20190/29869/22333/22334",53
"mmu03050","mmu03050","Proteasome","26/1416","47/8997",4.61334351051286e-10,9.688021372077e-09,5.05039710624566e-09,"56436/19179/19181/26440/19166/19167/26441/26443/26444/73677/19170/26445/26446/19172/19173/19177/69077/23997/70247/21762/19185/66413/17463/19186/19188/19192",26
"mmu04730","mmu04730","Long-term depression","30/1416","60/8997",5.76344598286104e-10,1.13467842787577e-08,5.91511561398896e-09,"109880/12286/14672/14673/14674/14677/14678/14679/14681/14682/14683/14687/14799/14804/16438/18750/18751/18752/26413/26417/26395/26396/18795/18797/19052/19053/11836/15461/16653/20190",30
"mmu04530","mmu04530","Tight junction","58/1416","167/8997",9.10528797606359e-10,1.68715630144708e-08,8.79520076944842e-09,"71978/76089/109711/108097/19082/108079/11461/60595/11867/16800/102098/66713/74117/76709/56378/68089/67771/12540/58187/18417/13383/23859/22350/15525/18749/18754/18759/16897/26408/14924/67938/17698/77579/71960/17886/83814/17999/18538/19052/19053/26414/17274/235442/19353/19684/109905/11848/19877/19878/20779/20869/104027/22142/22144/22145/53857/21844/21873",58
"mmu04510","mmu04510","Focal adhesion","64/1416","201/8997",6.7962179234215e-09,1.18933813659876e-07,6.20005845645471e-08,"109711/11461/60595/11651/23797/109880/12334/12389/12540/12845/12387/13367/11855/16772/14083/192176/286940/68794/14360/14784/56637/16202/16403/16404/16410/18750/18751/18752/16773/16777/26413/26417/67938/26395/107589/17931/18479/57342/18607/18719/18717/19045/19046/19211/320910/107746/26414/19353/19354/170758/109905/215449/15461/11848/19877/19878/20662/20779/21960/21894/21825/21828/22330/22371",64
"mmu04910","mmu04910","Insulin signaling pathway","49/1416","139/8997",1.05885453431626e-08,1.75546935952433e-07,9.15131896694389e-08,"74370/228966/108097/19082/108079/11651/23797/109880/208650/53413/14104/14251/14252/14784/56637/14936/216019/15275/13684/16367/384783/19084/19085/18749/18679/102093/18759/72508/26413/26417/26395/26396/56717/18607/19045/19046/19246/19268/110078/212111/107746/26414/11836/15461/16653/19744/20104/16332/20662",49
"mmu04540","mmu04540","Gap junction","35/1416","86/8997",2.12990643644906e-08,3.35460263740727e-07,1.74876528466344e-07,"11512/14609/14672/14677/14678/14679/14682/14683/14784/16438/18749/104318/18750/18751/18752/26413/26417/26395/26396/18795/18797/15461/16653/20662/20779/22142/22144/22145/53857/545486/22151/73710/22152/22153/227613",35
"mmu01230","mmu01230","Biosynthesis of amino acids","33/1416","79/8997",2.50852074183194e-08,3.76278111274791e-07,1.96155005376332e-07,"14718/11428/108682/11676/11846/109900/27053/11898/12035/12411/107869/12974/13806/14433/15926/18746/108645/238505/11720/232087/66194/18641/56421/18648/56012/18655/18663/19139/110639/257635/107272/21351/21881",33
"mmu04728","mmu04728","Dopaminergic synapse","47/1416","135/8997",3.30200468820782e-08,4.72787034902483e-07,2.4646542170355e-07,"226849/71978/11651/23797/109731/109689/216869/12286/12287/12846/108058/14693/14696/14701/14704/14708/14677/14678/14679/14680/14681/14682/14683/14799/14802/606496/56637/16438/18749/16519/16522/16572/16574/16573/18750/18751/18752/18795/18797/19045/19046/19052/19053/19055/19056/26414/21823",47
"mmu01212","mmu01212","Fatty acid metabolism","28/1416","62/8997",3.76824480754086e-08,5.16085701902335e-07,2.69037157883924e-07,"11363/11364/11409/11370/94180/66885/80911/14081/74205/50790/234309/12894/78070/12896/56348/15488/97212/231086/14104/15107/20280/71147/19063/224530/106529/110460/110446/52538",28
"mmu00071","mmu00071","Fatty acid degradation","25/1416","52/8997",4.33570029247433e-08,5.61852891541556e-07,2.92895742959007e-07,"11363/11364/11409/11370/94180/66885/80911/14081/74205/50790/11532/11671/110695/12894/78070/12896/97212/231086/13177/23986/15107/224530/110460/110446/52538",25
"mmu04921","mmu04921","Oxytocin signaling pathway","51/1416","153/8997",4.45914993286949e-08,5.61852891541556e-07,2.92895742959007e-07,"108097/19082/108079/11461/11512/12293/56808/12294/12295/12297/12298/54376/81905/13629/108058/14677/14678/14679/14681/14682/14683/16438/18749/52163/16519/16522/207565/18750/18751/18752/17260/26413/26417/26395/26396/107589/17931/18795/18797/19045/19046/19055/19056/54720/15461/16653/11848/19877/19878/20190/20779",51
"mmu04721","mmu04721","Synaptic vesicle cycle","32/1416","77/8997",4.72593637036961e-08,5.72565367948626e-07,2.98480191812818e-07,"71770/12286/12287/12890/235415/13429/13430/20512/20511/20510/20513/18195/12757/19339/116837/243616/240332/108124/20614/56216/20910/20979/11972/22318/11966/66335/73834/108664/11984/140919/22348/11975",32
"mmu01200","mmu01200","Carbon metabolism","43/1416","121/8997",6.42942244961888e-08,7.50099285788869e-07,3.91029201614248e-07,"110208/14718/11409/11428/80911/68738/11532/72141/108682/11676/12359/12974/13382/13806/14433/14381/104174/227095/216019/15275/15926/18746/17436/17448/78920/235339/18597/18641/56421/18648/56012/18655/18663/19139/110639/224530/66945/257635/107272/21351/110460/110446/21881",43
"mmu04070","mmu04070","Phosphatidylinositol signaling system","36/1416","96/8997",1.61707655006586e-07,1.81921111882409e-06,9.48360683497272e-07,"380921/320127/217480/56077/110197/104418/331374/104015/18711/55980/269180/16329/16438/18750/18751/18752/53332/77116/18704/18718/108083/117150/107650/18719/18717/225326/18795/18797/18799/18802/18803/19211/212111/83493/16332/20975",36
"mmu04071","mmu04071","Sphingolipid signaling pathway","42/1416","124/8997",4.18801414590628e-07,4.54904984813959e-06,2.37143450730084e-06,"226849/71978/11651/23797/11886/12028/13033/13244/14360/14673/14674/14677/14678/14679/14682/18750/18751/18754/18752/26408/26413/26417/26395/26396/18607/18795/18797/19052/19053/19211/26414/19353/19354/170758/15461/16653/11848/19877/19878/13609/81535/56632",42
"mmu04360","mmu04360","Axon guidance","55/1416","181/8997",4.41898095556243e-07,4.63993000334055e-06,2.41881062830786e-06,"11350/226251/69632/12168/12540/12934/65254/259302/13836/13837/13838/270190/13844/108058/14083/14360/14677/14678/14679/56637/16202/18750/16885/26413/26417/67938/17974/18007/53972/80883/18479/18607/18803/235611/19055/19056/19247/218397/19353/19354/170758/15461/16653/11848/268902/19877/19878/20130/20351/20354/20355/20359/20779/14270/22253",55
"mmu04666","mmu04666","Fc gamma R-mediated phagocytosis","34/1416","92/8997",5.31179404550064e-07,5.39746814300871e-06,2.81371772868625e-06,"11651/23797/218038/11867/66713/74117/76709/56378/68089/67771/13196/30948/12540/13430/227753/18750/18751/18753/18754/18752/72508/16885/26413/26417/26395/18479/18719/18717/18803/19353/19354/16332/56632/83767",34
"mmu05205","mmu05205","Proteoglycans in cancer","60/1416","205/8997",5.60118431157215e-07,5.51366580670384e-06,2.87429194935939e-06,"11461/11651/23797/109676/16801/69632/109880/12367/12389/12540/12387/13869/22350/108058/14083/192176/286940/68794/327826/14733/14784/29875/16410/16438/18749/18750/18751/18752/72508/17022/26413/26417/17698/26395/26396/56717/17931/18479/18569/18607/18803/19045/19046/19247/11836/19353/19684/15461/16653/11848/19877/19878/20130/20104/17126/20662/20779/20848/21844/21825",60
"mmu05135","mmu05135","Yersinia infection","44/1416","134/8997",6.00387649225161e-07,5.67463065621065e-06,2.95820344985417e-06,"11461/11651/23797/11867/16801/69632/66713/74117/76709/56378/68089/67771/108100/12540/140580/140579/14083/19229/14682/56637/16885/26413/26417/26395/26396/26398/26399/16151/18719/18717/320795/109333/18803/26414/19353/19354/170758/11848/56212/19877/19878/20779/73178/330319",44
"mmu04962","mmu04962","Vasopressin-regulated water reabsorption","21/1416","44/8997",6.12499816860832e-07,5.67463065621065e-06,2.95820344985417e-06,"11512/13427/13426/235661/234663/13191/67665/22428/110350/56455/68097/192662/11857/14683/18749/18195/271457/19344/19345/53869/22318",21
"mmu04723","mmu04723","Retrograde endocannabinoid signaling","47/1416","148/8997",7.49876566722879e-07,6.74888910050591e-06,3.51821787695546e-06,"11512/12286/12287/12801/14073/14693/14696/14701/14704/14708/14402/14677/14678/14679/14681/14682/14799/14802/16438/18749/16519/16522/18750/18751/18752/26413/26417/66091/17992/67130/68375/67273/67184/66495/68194/66046/230075/66916/67264/104130/68197/18795/18797/26414/116837/140919/22348",47
"mmu05231","mmu05231","Choline metabolism in cancer","35/1416","98/8997",9.33033842051115e-07,8.16404611794726e-06,4.25594384093491e-06,"11651/23797/100434/380921/320127/217480/56077/110197/104418/331374/14784/18750/18751/18752/72508/18777/26413/26417/26395/26396/56717/18607/18719/18717/18803/26414/19353/19354/170758/15461/16653/19744/30805/20662/83767",35
"mmu05208","mmu05208","Chemical carcinogenesis - reactive oxygen species","63/1416","222/8997",9.63246446154438e-07,8.20061163617968e-06,4.27500556472525e-06,"11350/11352/11651/23797/57344/11951/11947/109880/12359/12857/12864/12867/12865/12866/14083/14784/14860/14862/14871/13849/13850/18753/26408/56615/66447/26413/26417/26395/26396/26398/66091/17992/67130/68375/67273/67184/66495/68194/66046/230075/66916/67264/104130/68197/16151/18104/18607/19211/19246/19247/26414/11836/22272/19353/15461/16653/66945/20656/20662/20779/66694/22333/22334",63
"mmu04371","mmu04371","Apelin signaling pathway","44/1416","137/8997",1.19314503551121e-06,9.89054437331658e-06,5.15597300664123e-06,"108097/19082/108079/11475/11512/11651/23797/20541/14693/14696/14701/14704/14708/14674/14677/14678/14679/14682/208727/16438/18749/18754/72508/17258/17260/26413/26417/66734/67443/26395/26396/56717/107589/75669/225326/18795/18797/15461/16653/20130/20104/20190/17126/56632",44
"mmu04072","mmu04072","Phospholipase D signaling pathway","46/1416","149/8997",2.36582322858096e-06,1.91085722308462e-05,9.96136096244617e-06,"11512/11651/23797/11840/19157/19158/380921/320127/217480/56077/110197/104418/13429/13430/331374/19229/14360/14673/14674/14683/14784/18750/26413/26417/26395/26396/56717/18719/18717/55979/18795/18797/68262/52123/18803/19247/56044/64143/15461/16653/19744/11848/20130/20662/56632/14061",46
"mmu00010","mmu00010","Glycolysis / Gluconeogenesis","26/1416","67/8997",4.00335481123682e-06,3.152641913849e-05,1.64348250145512e-05,"68738/11532/72141/11671/67689/110695/11676/13382/13806/14433/14447/216019/15275/18746/16832/235339/18597/18641/56421/18648/56012/18655/18663/72157/66681/12183",26
"mmu04724","mmu04724","Glutamatergic synapse","37/1416","113/8997",5.01685461700739e-06,3.85441269355446e-05,2.00931789538679e-05,"11512/12286/224997/20512/20511/20510/20513/14693/14696/14701/14704/14708/14677/14678/14679/14681/14682/14683/14799/14802/14807/26557/16438/18749/16519/18750/18751/18752/26413/26417/18795/18797/19055/19056/76257/210274/140919",37
"mmu04012","mmu04012","ErbB signaling pathway","30/1416","84/8997",5.52236681967774e-06,4.1417751147583e-05,2.15912086182889e-05,"11350/11352/11651/23797/109880/208650/13869/108058/14083/14784/56637/18750/18751/18752/72508/26413/26417/26395/26396/26398/56717/17974/18479/18803/26414/11836/15461/16653/20662/20779",30
"mmu00280","mmu00280","Valine, leucine and isoleucine degradation","23/1416","57/8997",6.63512722644307e-06,4.86061645658039e-05,2.53385519541033e-05,"58875/66948/11364/11409/66885/11671/110695/11992/12035/13382/97212/231086/15107/227095/208715/56357/13171/12039/224530/15108/110460/110446/52538",23
"mmu04961","mmu04961","Endocrine and other factor-regulated calcium reabsorption","24/1416","61/8997",7.0718179704207e-06,5.06277877427846e-05,2.63924307030055e-05,"11512/71770/11928/98660/232975/11931/11932/11933/12307/13429/13430/20541/14682/14683/18749/18750/18751/18752/18795/18797/12757/381290/320707/53869",24
"mmu04010","mmu04010","MAPK signaling pathway","75/1416","294/8997",7.73365944057982e-06,5.41356160840587e-05,2.82210730463264e-05,"76089/11651/23797/109689/216869/109880/12293/56808/12294/12286/12287/12290/12295/12297/12298/12367/54376/81905/12540/26940/13836/13869/192176/286940/68794/14701/14673/14784/193740/15482/16180/30957/18749/18750/18751/18752/56613/73086/26404/71751/26408/225028/17260/26413/26417/26395/26396/26398/26399/16151/18015/18212/18479/19055/19056/19060/26414/11836/218397/15507/19353/19354/170758/109905/215449/114713/15461/16653/20130/20662/56274/16765/216965/381921/17762",75
"mmu00270","mmu00270","Cysteine and methionine metabolism","22/1416","54/8997",8.72553376689772e-06,5.97509377515822e-05,3.11483585271406e-05,"14718/12035/12411/107869/74340/14630/16832/108645/17448/238505/11720/232087/66902/67873/269378/229709/257635/107272/20810/20603/246221/22117",22
"mmu04919","mmu04919","Thyroid hormone signaling pathway","38/1416","120/8997",9.11995650586145e-06,6.11231127520502e-05,3.18636778256302e-05,"11461/11651/23797/11928/98660/232975/11931/11932/11933/12387/56637/433759/15182/16410/18749/18750/18751/18752/19014/26413/26417/26395/26396/56717/18607/18641/56421/18795/18797/18799/18802/18803/54720/15461/16653/19744/20779/20846",38
"mmu04915","mmu04915","Estrogen signaling pathway","41/1416","134/8997",1.05540355467718e-05,6.90199891465239e-05,3.59803452192405e-05,"11512/11651/23797/13033/22027/14228/14229/14677/14678/14679/14681/14682/14683/14784/193740/15482/15519/15516/16438/16661/16663/16664/16668/68239/16660/18749/16519/16522/18753/16672/53617/26413/26417/26395/26396/18795/18797/15461/16653/20662/20779",41
"mmu04725","mmu04725","Cholinergic synapse","36/1416","112/8997",1.07364427561259e-05,6.90199891465239e-05,3.59803452192405e-05,"12669/11512/11651/23797/12286/12287/108058/14360/14693/14696/14701/14704/14708/14672/14677/14678/14679/14681/14682/16438/18749/16519/16522/16536/110862/226922/18750/18751/18752/26413/26417/26395/18795/18797/15461/16653",36
"mmu04216","mmu04216","Ferroptosis","18/1416","40/8997",1.10394281891999e-05,6.92912760819841e-05,3.61217679825882e-05,"17254/14081/74205/50790/74244/12870/14319/625249/14630/66734/67443/23983/18521/19122/67547/22042/22334/26570",18
"mmu04722","mmu04722","Neurotrophin signaling pathway","38/1416","121/8997",1.13140321545427e-05,6.92912760819841e-05,3.61217679825882e-05,"22627/11350/11651/23797/12028/109880/12540/108058/327826/192662/11857/14784/56637/16367/18753/73086/26408/94275/26413/26417/26395/26396/18212/18213/18607/18803/19247/107746/77480/26414/19353/109905/215449/15461/16653/11848/20661/20662",38
"mmu00520","mmu00520","Amino sugar and nucleotide sugar metabolism","21/1416","51/8997",1.14385598611529e-05,6.92912760819841e-05,3.61217679825882e-05,"109785/74246/14635/14583/69080/331026/26384/67980/15212/216019/15275/110119/56174/72017/12764/72157/66681/107652/227620/22235/216558",21
"mmu01521","mmu01521","EGFR tyrosine kinase inhibitor resistance","28/1416","79/8997",1.32904525583309e-05,7.88386033609174e-05,4.10988207996762e-05,"11651/23797/12048/12028/109880/14784/56637/13684/16451/18750/18751/18752/72508/26413/26417/26395/26396/56717/18015/18803/19211/11836/15461/16653/20104/20662/20779/20848",28
"mmu04720","mmu04720","Long-term potentiation","25/1416","67/8997",1.37577825764977e-05,7.88386033609174e-05,4.10988207996762e-05,"109880/108058/14682/14799/16438/18749/18750/18751/18752/26413/26417/26395/26396/18795/18797/19045/19046/19055/19056/58200/11836/109905/215449/15461/16653",25
"mmu04520","mmu04520","Adherens junction","26/1416","71/8997",1.37654704280967e-05,7.88386033609174e-05,4.10988207996762e-05,"109711/11461/60595/108100/12540/12995/13001/12387/12388/380928/14360/29875/26413/26417/19246/19268/19274/19353/19354/170758/11848/20779/22330/83767/73178/22612",26
"mmu03013","mmu03013","Nucleocytoplasmic transport","37/1416","118/8997",1.52929856329784e-05,8.60230441855034e-05,4.48440932094855e-05,"56009/53817/13627/226747/16647/16649/16648/16646/16650/16211/75751/70572/233726/66441/234865/170762/71805/53319/218210/19387/19384/19428/19704/19826/20220/110379/72124/51796/170930/331401/21681/238799/212999/320938/103573/110750/65246",37
"mmu00562","mmu00562","Inositol phosphate metabolism","26/1416","72/8997",1.83626370243155e-05,0.000101477730923849,5.2900671759801e-05,"104015/18711/55980/269180/16329/53332/77116/18704/18718/108083/117150/107650/18719/18717/225326/18795/18797/18799/18802/18803/269615/19211/212111/83493/16332/20975",26
"mmu01250","mmu01250","Biosynthesis of nucleotide sugars","17/1416","38/8997",2.13025914549107e-05,0.000115695108763739,6.03122371500195e-05,"109785/74246/14635/14583/69080/331026/216019/15275/110119/56174/12764/72157/66681/107652/227620/22235/216558",17
"mmu04370","mmu04370","VEGF signaling pathway","22/1416","58/8997",3.32727654717173e-05,0.000174874672835312,9.11627367161527e-05,"11651/23797/12540/14083/18750/18751/18752/26413/26417/26395/26396/18803/19055/19056/15507/19353/19354/170758/15461/16653/56632/20779",22
"mmu05032","mmu05032","Morphine addiction","30/1416","91/8997",3.33094614924404e-05,0.000174874672835312,9.11627367161527e-05,"11512/109689/216869/12286/12287/14693/14696/14701/14704/14708/14402/14677/14678/14679/14681/14683/26385/18749/16519/16522/18750/18751/18752/18573/207728/18577/238871/218461/18578/22348",30
"mmu05210","mmu05210","Colorectal cancer","29/1416","88/8997",4.51811068129715e-05,0.000233312272886656,0.000121626448021114,"11651/23797/12005/12028/109880/12367/12387/72993/14784/56637/72508/26413/26417/26395/26396/17688/56717/26414/11836/19353/19354/170758/56044/64143/15461/16653/11848/17126/20662",29
"mmu05100","mmu05100","Bacterial invasion of epithelial cells","26/1416","76/8997",5.39998643496471e-05,0.000270846478376788,0.000141193151635017,"11461/11867/66713/74117/76709/56378/68089/67771/12389/12540/12387/622434/13429/13430/140580/140579/14083/16202/12757/19353/11848/56212/20779/22330/83767/73178",26
"mmu04261","mmu04261","Adrenergic signaling in cardiomyocytes","43/1416","152/8997",5.41692956753576e-05,0.000270846478376788,0.000141193151635017,"226849/71978/11512/11651/23797/11928/98660/232975/11931/11932/11933/12293/56808/12294/12295/12297/12298/54376/81905/108058/20541/14677/14678/14679/14682/14683/18749/18750/73086/26413/26417/18795/18797/19045/19046/19052/19053/58200/381290/320707/20266/22004/59069",43
"mmu04150","mmu04150","mTOR signaling pathway","44/1416","157/8997",5.6969055552183e-05,0.000280394570295901,0.000146170603061522,"17254/74370/108079/11651/23797/109880/56430/14784/56637/13684/16367/18750/18751/18752/72508/66508/83409/26413/26417/26395/26396/56717/18607/19211/15461/16653/19744/11848/68441/245670/54170/20104/110379/72124/227743/20662/20869/72149/29869/11966/66335/73834/108664/268933",44
