"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04066","mmu04066","HIF-1 signaling pathway","33/1582","114/8997",0.00179306525349407,0.00498249990793928,0.00253885345627479,"11651/23797/11674/11676/12914/12576/71745/13807/108058/14433/20525/13684/12322/12323/12325/18750/18751/18752/72508/16832/26413/26417/26395/26396/18597/68263/18787/228026/18641/18642/56421/18655/20104",33
"mmu00561","mmu00561","Glycerolipid metabolism","21/1582","63/8997",0.00182296968849272,0.00502116212444487,0.00255855394876172,"193742/69923/58810/72535/110695/56752/11669/380921/320127/13350/217480/56077/110197/110524/104418/331374/64898/67216/55979/28169/227333",21
"mmu04062","mmu04062","Chemokine signaling pathway","50/1582","192/8997",0.00195724282541824,0.00534412388853329,0.00272312045275582,"432530/224129/11512/11514/11515/11651/23797/12927/109880/12540/12929/140580/14083/56484/18479/14688/14693/14696/14702/14704/14708/14678/14679/14682/14784/606496/56637/18747/18749/18751/18753/26413/26417/26395/93742/18795/18797/19878/18798/19353/170758/110157/109905/215449/15461/16653/11848/20418/20662/21844",50
"mmu05225","mmu05225","Hepatocellular carcinoma","46/1582","174/8997",0.00210486269934941,0.00569764558272167,0.00290325889565436,"56456/11461/11651/23797/93760/12005/11789/12028/109880/12387/29861/13542/13543/13544/239985/14388/14784/56637/14860/14862/14866/14873/14870/14871/93687/18750/18751/18752/72508/56615/26413/26417/26395/26396/19211/11836/110157/15461/16653/20418/17126/67155/20586/68094/20587/20662",46
"mmu04964","mmu04964","Proximal tubule bicarbonate reclamation","10/1582","22/8997",0.00227917188226619,0.00611675188915884,0.00311681624925291,"11928/232975/11933/14661/27376/54403/14660/17449/74551/76257",10
"mmu04660","mmu04660","T cell receptor signaling pathway","30/1582","103/8997",0.00255409674260442,0.00679649472184566,0.0034631820238704,"11651/23797/19058/208650/12540/18479/14784/56637/26409/26413/26417/26419/26420/26414/26395/26396/26400/17973/17974/224105/18481/214230/18607/19055/19056/110157/15461/16653/11848/20662",30
"mmu04270","mmu04270","Vascular smooth muscle contraction","39/1582","144/8997",0.00279683906531832,0.00737989467655422,0.00376045588614228,"432530/224129/11512/11514/11515/16801/109880/12288/70405/14672/14674/14682/14683/18747/18749/18750/18751/18753/18754/18752/26413/26417/26395/26396/77579/71960/17886/17904/17931/18795/18797/232807/234889/19878/11836/109624/18798/110157/11848",39
"mmu04914","mmu04914","Progesterone-mediated oocyte maturation","27/1582","92/8997",0.00363816281781813,0.00951985937329078,0.00485088375709084,"432530/224129/11512/11514/11515/11651/23797/109880/52563/231207/208922/67579/14678/14679/18747/18749/20111/20112/26413/26417/26419/26420/26414/26395/11836/110157/16653",27
"mmu05171","mmu05171","Coronavirus disease - COVID-19","60/1582","247/8997",0.00427815068753919,0.0111019778172504,0.00565705876038239,"56417/18750/18751/18752/26409/26413/26417/26419/26420/26414/20103/238217/67025/269261/270106/67115/66480/319195/19899/19921/19933/65019/268449/68193/19941/19942/26451/19943/19944/27367/114641/19951/68436/66489/54217/19982/67281/19981/67671/67891/22186/100503670/19988/27176/26961/56040/27207/20044/66481/66475/20088/75617/27370/20090/14109/20104/20116/68652/56480/22031",60
"mmu05223","mmu05223","Non-small cell lung cancer","22/1582","72/8997",0.0048591341822564,0.0125062961740042,0.00637263499312315,"11651/23797/12028/109880/78798/56484/14784/16572/16574/18750/18751/18752/26413/26417/26395/26396/18607/11836/110157/15461/16653/20662",22
"mmu05414","mmu05414","Dilated cardiomyopathy","27/1582","94/8997",0.00503120656176701,0.0128438931739418,0.00654465894213595,"11461/432530/224129/11512/11514/11515/11937/11938/53313/12293/12288/12295/12297/12298/12300/54376/81905/13726/20541/14683/16403/16412/18747/18749/22003/59069/326618",27
"mmu04068","mmu04068","FoxO signaling pathway","35/1582","131/8997",0.00565175248895239,0.0143116958187988,0.00729258385671277,"108097/19082/105787/108079/216439/11651/23797/109880/12359/12914/12576/56484/93739/14784/26556/26557/16367/384783/27373/26413/26417/26419/26420/26414/26395/26396/74551/18607/19211/11836/110157/15461/16653/20662/20869",35
"mmu03250","mmu03250","Viral life cycle - HIV-1","19/1582","61/8997",0.00681080503984045,0.0171087422600792,0.00871783045099578,"76895/12914/75608/208092/432508/269061/218210/15239/17754/17755/270058/18571/23988/268373/101739/20587/320938/22088/116733",19
"mmu00062","mmu00062","Fatty acid elongation","11/1582","29/8997",0.00750773357198622,0.0187097487428863,0.00953362993268092,"26897/171210/56348/97212/231086/93747/15107/26922/19063/75778/52538",11
"mmu05216","mmu05216","Thyroid cancer","13/1582","37/8997",0.00796631879317649,0.0196848173970464,0.0100304802023166,"12028/109880/76551/12387/26413/26417/26395/26396/21787/15461/16653/59069/108989",13
"mmu04934","mmu04934","Cushing syndrome","41/1582","162/8997",0.00802438416185331,0.0196848173970464,0.0100304802023166,"432530/224129/11512/11514/11515/11632/12005/11789/109880/12288/12576/12387/13542/13543/13544/108058/14672/14678/14679/14682/14683/56637/18747/18749/12322/12323/12325/16526/26413/26417/26395/26396/320024/218461/18795/18797/18798/109905/215449/84092/140858",41
"mmu04510","mmu04510","Focal adhesion","49/1582","201/8997",0.00859644214649124,0.0206468782380174,0.0105207022868878,"11461/11651/23797/12927/109880/12540/12929/12387/13367/330662/11855/14083/18479/14784/56637/16403/16412/18750/18751/18752/26413/26417/26419/26420/26414/67938/26395/17931/224105/18481/214230/18607/18717/232807/19211/107746/19878/19353/170758/110157/109905/215449/15461/11848/20418/20662/21923/21828/22793",49
"mmu04020","mmu04020","Calcium signaling pathway","57/1582","240/8997",0.00861382499738942,0.0206468782380174,0.0105207022868878,"12669/432530/11514/11515/11739/11740/65973/11937/11938/53313/67972/11941/12286/12287/12288/12290/70405/19058/13869/108058/14164/20541/14672/14680/14682/14683/228550/18747/18749/12322/12323/12325/12326/18750/18751/18752/94178/215999/18212/228139/18439/18573/18574/18575/18795/18797/18799/18802/19055/19056/105675/381290/320707/18798/20866/116873/22333",57
"mmu05170","mmu05170","Human immunodeficiency virus 1 infection","57/1582","240/8997",0.00861382499738942,0.0206468782380174,0.0105207022868878,"11651/23797/11769/108012/12028/70405/12317/19058/12631/12632/12929/26965/99375/72584/14083/18479/14688/14693/14696/14702/14704/14708/14672/14678/14679/14681/14682/14972/18750/18751/18752/72508/16885/26409/26413/26417/26419/26420/26414/26395/26396/26399/26400/224105/18481/214230/14827/19055/19056/11764/19353/170758/110157/15461/16653/68652/56480",57
"mmu00270","mmu00270","Cysteine and methionine metabolism","17/1582","54/8997",0.0090785784456958,0.0215960123632461,0.0110043375099343,"12035/12411/107869/67870/74340/14629/14854/16832/108645/17449/17448/238505/67873/236539/107272/20810/246221",17
"mmu00564","mmu00564","Glycerophospholipid metabolism","27/1582","98/8997",0.00916609530203204,0.0216402550739704,0.0110268815663543,"11423/71760/12647/380921/320127/217480/56077/110197/110524/104418/331374/74182/333433/14555/14571/99010/64898/18777/26394/67216/68671/74451/320951/55979/28169/50767/227333",27
"mmu05212","mmu05212","Pancreatic cancer","22/1582","76/8997",0.00971950945316114,0.0226068590243896,0.0115194186111539,"11651/23797/73341/12028/109880/12540/72508/26413/26417/26419/26420/26414/26395/11836/19353/170758/110157/56044/64143/16653/19765/17126",22
"mmu05220","mmu05220","Chronic myeloid leukemia","22/1582","76/8997",0.00971950945316114,0.0226068590243896,0.0115194186111539,"11350/11651/23797/12028/109880/12576/12929/13016/14389/14784/15182/26413/26417/26395/26396/19247/11836/110157/15461/16653/20418/20662",22
"mmu05412","mmu05412","Arrhythmogenic right ventricular cardiomyopathy","22/1582","77/8997",0.01140715615377,0.0263371105314984,0.0134201837103176,"11461/11472/11937/11938/53313/12293/12288/12295/12297/12298/12558/12300/54376/81905/12385/12386/12387/13726/20541/16403/16412/16480",22
"mmu04611","mmu04611","Platelet activation","32/1582","124/8997",0.0133634879703518,0.030628724253215,0.0156069932500458,"11461/432530/224129/11512/11514/11515/11651/23797/16801/14674/14678/14679/14682/14683/16412/18747/18749/18759/26413/26417/67938/17931/18795/18797/234889/19878/18798/109905/215449/11848/20619/20866",32
"mmu04918","mmu04918","Thyroid hormone synthesis","21/1582","74/8997",0.0143305021129288,0.0324890968399118,0.0165549538037767,"432530/224129/11512/11514/11515/11928/232975/11933/12330/22027/14682/14683/14828/18747/18749/18750/18751/18752/18795/18797/18798",21
"mmu05163","mmu05163","Human cytomegalovirus infection","59/1582","256/8997",0.014382116117031,0.0324890968399118,0.0165549538037767,"432530/224129/11512/11514/11515/11651/23797/16801/12028/12927/70405/12317/19058/12929/12387/14083/14688/14693/14696/14702/14704/14708/14672/14674/14678/14679/14681/14682/14683/14784/56637/14972/18747/18749/18750/18751/18752/72508/26413/26417/26395/26396/26399/14827/18795/18797/19055/19056/19878/18798/19353/170758/110157/15461/16653/11848/20662/56480/22084",59
"mmu05030","mmu05030","Cocaine addiction","15/1582","48/8997",0.0148114831042189,0.0332200406766053,0.0169274092619645,"224129/109731/12568/14678/14679/14683/67839/108068/108069/18747/18749/14812/19049/19739/21823",15
"mmu00220","mmu00220","Arginine biosynthesis","8/1582","20/8997",0.0153453498612278,0.0341733323150747,0.0174131629630954,"76282/108682/11846/109900/11898/14661/14645/14660",8
"mmu03018","mmu03018","RNA degradation","23/1582","84/8997",0.0165660912447768,0.0364231612324225,0.0185595726025083,"15510/78893/72068/232791/18983/75901/69305/72162/353190/13807/66446/15526/76522/18458/72587/74108/18641/18642/56421/71701/108077/24127/24128",23
"mmu00051","mmu00051","Fructose and mannose metabolism","12/1582","36/8997",0.0165876180134918,0.0364231612324225,0.0185595726025083,"11674/11676/20322/218138/69080/331026/110119/18641/18642/56421/29858/21991",12
"mmu04924","mmu04924","Renin secretion","21/1582","76/8997",0.0193642860169865,0.0422249014537066,0.0215158733522072,"224129/11512/12288/70405/19058/13030/14678/14679/14682/14683/18747/18749/18573/18574/18575/18795/18797/19055/19056/234889/18798",21
"mmu00030","mmu00030","Pentose phosphate pathway","11/1582","33/8997",0.0213861514636028,0.0459948736956937,0.023436878316277,"66171/11674/11676/18641/18642/56421/72157/19139/66646/21351/21881",11
"mmu04130","mmu04130","SNARE interactions in vesicular transport","11/1582","33/8997",0.0213861514636028,0.0459948736956937,0.023436878316277,"20333/20619/67474/20907/56216/58244/53331/22317/22318/22319/53611",11
"mmu04146","mmu04146","Peroxisome","23/1582","86/8997",0.0218022664346068,0.0465708276222214,0.0237303580240619,"19299/74205/50790/216739/228061/17117/12908/12359/56690/15488/28200/23986/76263/15356/15926/269951/20280/67993/71382/19305/54683/20655/113868",23
